dbms,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
sqlserver,erecruit_TRUSTAFF,dbo,MarketingCampaignSteps,StepShortName,3,varchar,100,FOREIGN KEY,dbo,MarketingCampaignStepTypes,ShortName
sqlserver,erecruit_TRUSTAFF,dbo,MarketingCampaignSteps,StepReference,4,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,MarketingCampaignSteps,TimeSpanAfterPreviousStep,5,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,MarketingCampaignSteps,IsEnabled,6,bit,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,MarketingCampaignSteps,DisplayOrder,7,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyDepartmentsFieldValues,CompanyDepartmentID,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyDepartmentsFieldValues,AccountingFieldValue1,2,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyDepartmentsFieldValues,AccountingFieldValue2,3,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyDepartmentsFieldValues,AccountingFieldValue3,4,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyDepartmentsFieldValues,AccountingFieldValue4,5,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardings,OnboardingId,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardings,UniqueId,2,uniqueidentifier,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardings,PlacementType,3,varchar,50,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardings,VendorBusinessKey,4,varchar,50,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardings,OnboardingStateId,5,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardings,CreateDate,6,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_AddAccrualSched_BSA7656,CandidateID,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_AddAccrualSched_BSA7656,ScheduleID,2,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_AddAccrualSched_BSA7656,EffectiveDate,3,date,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_AddAccrualSched_BSA7656,Balance,4,float,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_AddAccrualSched_BSA7656,CarryOver,5,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,TimesheetProcessingRule,TimesheetProcessingRuleID,1,int,NULL,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,TimesheetProcessingRule,TimesheetProcessingRuleDefinitionID,2,int,NULL,FOREIGN KEY,dbo,TimesheetProcessingRuleDefinition,TimesheetProcessingRuleDefinitionID
sqlserver,erecruit_TRUSTAFF,dbo,TimesheetProcessingRule,SortOrder,3,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RangeCalendar,RangeCalendarID,1,int,NULL,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RangeCalendar,Name,2,nvarchar,50,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RangeCalendar,DrawMultiplier,3,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RangeCalendar,DrawMultiplierMode,4,char,1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RangeCalendar,PayFrequencyID,5,tinyint,NULL,FOREIGN KEY,dbo,PayFrequency,PayFrequencyID
sqlserver,erecruit_TRUSTAFF,dbo,RangeCalendar,WeekEndDay,6,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,AdSourceCategories,CategoryID,1,int,NULL,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,AdSourceCategories,Name,2,nvarchar,100,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,FolderGroupEntities,FolderGroupID,1,int,NULL,FOREIGN KEY,dbo,FOLDER_GROUPS,FOLDER_GROUP_ID
sqlserver,erecruit_TRUSTAFF,dbo,FolderGroupEntities,FolderGroupID,1,int,NULL,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,FolderGroupEntities,EntityID,2,uniqueidentifier,NULL,FOREIGN KEY,dbo,Entities,EntityID
sqlserver,erecruit_TRUSTAFF,dbo,FolderGroupEntities,EntityID,2,uniqueidentifier,NULL,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyPONumbersFieldValues,CompanyID,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyPONumbersFieldValues,AccountingField2Values,2,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyPONumbersFieldValues,AccountingField3Values,3,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,CompanyPONumbersFieldValues,AccountingField4Values,4,nvarchar,-1,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RateGroupCompanyDepartments,RecordID,1,bigint,NULL,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,dbo,RateGroupCompanyDepartments,RateGroupID,2,bigint,NULL,FOREIGN KEY,dbo,RateGroup,GroupID
sqlserver,erecruit_TRUSTAFF,dbo,RateGroupCompanyDepartments,CompanyDepartmentID,3,int,NULL,FOREIGN KEY,dbo,CompanyDepartments,CompanyDepartmentID
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,OnboardingId,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,BusinessKey,2,uniqueidentifier,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,DocumentUniqueId,3,varchar,50,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,CreateDate,4,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,AcceptDate,5,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,CertifyDate,6,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,RejectDate,7,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,LEGACY,ExportedOnboardingDocuments,IsDeleted,8,bit,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CUSTNMBR,1,char,15,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CUSTNAME,2,char,65,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CUSTCLAS,3,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CPRCSTNM,4,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CNTCPRSN,5,char,61,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,STMTNAME,6,char,65,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,SHRTNAME,7,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,ADRSCODE,8,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,UPSZONE,9,char,3,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,SHIPMTHD,10,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,TAXSCHID,11,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,ADDRESS1,12,char,61,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,ADDRESS2,13,char,61,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,ADDRESS3,14,char,61,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,COUNTRY,15,char,61,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CITY,16,char,35,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,STATE,17,char,29,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,ZIP,18,char,11,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PHONE1,19,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PHONE2,20,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PHONE3,21,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,FAX,22,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PRBTADCD,23,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PRSTADCD,24,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,STADDRCD,25,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,SLPRSNID,26,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CHEKBKID,27,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PYMTRMID,28,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CRLMTTYP,29,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CRLMTAMT,30,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CRLMTPER,31,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CRLMTPAM,32,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CURNCYID,33,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RATETPID,34,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CUSTDISC,35,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,PRCLEVEL,36,char,11,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,MINPYTYP,37,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,MINPYDLR,38,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,MINPYPCT,39,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,FNCHATYP,40,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,FNCHPCNT,41,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,FINCHDLR,42,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,MXWOFTYP,43,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,MXWROFAM,44,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,COMMENT1,45,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,COMMENT2,46,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,USERDEF1,47,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,USERDEF2,48,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,TAXEXMT1,49,char,25,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,TAXEXMT2,50,char,25,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,TXRGNNUM,51,char,25,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,BALNCTYP,52,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,STMTCYCL,53,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,BANKNAME,54,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,BNKBRNCH,55,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,SALSTERR,56,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DEFCACTY,57,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMCSHACC,58,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMARACC,59,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMSLSACC,60,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMIVACC,61,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMCOSACC,62,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMTAKACC,63,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMAVACC,64,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMFCGACC,65,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMWRACC,66,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMSORACC,67,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,FRSTINDT,68,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,INACTIVE,69,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,HOLD,70,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CRCARDID,71,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CRCRDNUM,72,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CCRDXPDT,73,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,KPDSTHST,74,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,KPCALHST,75,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,KPERHIST,76,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,KPTRXHST,77,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,NOTEINDX,78,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CREATDDT,79,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,MODIFDT,80,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,Revalue_Customer,81,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,Post_Results_To,82,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,FINCHID,83,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,GOVCRPID,84,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,GOVINDID,85,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DISGRPER,86,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DUEGRPER,87,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DOCFMTID,88,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,Send_Email_Statements,89,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,USERLANG,90,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,GPSFOINTEGRATIONID,91,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,INTEGRATIONSOURCE,92,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,INTEGRATIONID,93,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,ORDERFULFILLDEFAULT,94,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CUSTPRIORITY,95,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CCode,96,char,7,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DECLID,97,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,RMOvrpymtWrtoffAcctIdx,98,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,SHIPCOMPLETE,99,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,CBVAT,100,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,INCLUDEINDP,101,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DEX_ROW_TS,102,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains,RM00101,DEX_ROW_ID,103,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_MapEPIExceptionPayCodes,TRCID,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_MapEPIExceptionPayCodes,Name,2,varchar,150,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_MapEPIExceptionPayCodes,ExceptionName,3,varchar,160,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_MapEPIExceptionPayCodes,PayrollEDCode,4,bigint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_MapEPIExceptionPayCodes,ExternalAccountNumber,5,varchar,10,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,custom,table_MapEPIExceptionPayCodes,GPItemCode,6,nvarchar,50,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,EMPLOYID,1,char,15,PRIMARY KEY,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,EMPLCLAS,2,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,INACTIVE,3,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,LASTNAME,4,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,FRSTNAME,5,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,MIDLNAME,6,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,ADRSCODE,7,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,SOCSCNUM,8,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,BRTHDATE,9,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,GENDER,10,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,ETHNORGN,11,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,Calc_Min_Wage_Bal,12,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,DIVISIONCODE_I,13,char,7,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,DEPRTMNT,14,char,7,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,JOBTITLE,15,char,7,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,SUPERVISORCODE_I,16,char,7,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,LOCATNID,17,char,15,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,WCACFPAY,18,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,ACTINDX,19,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,WKHRPRYR,20,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,STRTDATE,21,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,DEMPINAC,22,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,RSNEMPIN,23,char,31,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,MINETPAY,24,numeric,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,SUTASTAT,25,char,3,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,WRKRCOMP,26,char,7,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,ATACRVAC,27,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,VACCRAMT,28,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,VACCRMTH,29,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,VACAPRYR,30,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,VACAVLBL,31,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,WRNVCNFLSBLWZR,32,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,ATACRSTM,33,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,STMACMTH,34,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,SKTMACAM,35,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,SIKTIMAV,36,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,SKTMHPYR,37,int,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,WRNSTFLSBLWZR,38,tinyint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,USERDEF1,39,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,USERDEF2,40,char,21,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,EMPLOYMENTTYPE,41,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,MARITALSTATUS,42,smallint,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,BENADJDATE,43,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,LASTDAYWORKED_I,44,datetime,NULL,NULL,NULL,NULL,NULL
sqlserver,erecruit_TRUSTAFF,GreatPlains2,UPR00100,BIRTHDAY,45,smallint,NULL,NULL,NULL,NULL,NULL
